# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 60K of event 'cycles'
# Event count (approx.): 721080396983
#
# Children      Self       Samples  Command  Shared Object     Symbol                                      
# ........  ........  ............  .......  ................  ............................................
#
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000003160be7
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000007fc9c02
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002fa54f91
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002cf28c86
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001e2485ed
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000013eb3b23
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000003b44b0ec
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000769755c
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000003aa52998
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000b6f5a76
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000c9d2fe4
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000207134cd
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000c9fd01b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000001274427
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000003383ca75
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001e80f393
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000b710b36
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000002f31359f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000df60e7b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000019beaabd
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002b2a2885
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000002499195c
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000002bed95b9
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000014844115
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001485f280
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000010808ea8
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001bac2349
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000e1f7e5b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000122630b
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001e0dcb01
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000013c6a6be
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000024032412
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000362da710
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001b3a658e
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000f744024
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000008c1e80
     0.00%     0.00%             1  fio      libc.so.6         [.] __strchrnul_ifunc@plt
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000011fe6ea2
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000019bf7c3d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001485a20c
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002a40d35a
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001fb4b79d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000113cb468
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000020718f58
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000000641b9a
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002341915f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000037af1f81
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000303adcf3
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000255e95f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003715c8b7
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002345b8c5
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000031918fb2
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003aa9ffcb
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000194aab12
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000014857949
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000378afcb8
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000015ff4bbd
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000022156c57
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000335e98db
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000020c18c3
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000014abe35a
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000016032d27
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000162b6cf7
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001058a9a5
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000020e60939
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000010a48f1d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002ca9cdf2
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002cd0e89b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000ca0108c
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000000426d92
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000217c3567
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001aed9250
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000006aaa78d
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000003a393491
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000003a11034b
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000edc8e43
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000280a2bca
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000175ad924
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001d9efe34
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000683f723
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000007693dce
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000030b1ef29
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000031909f80
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000042610b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000293bcb9f
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000002f32a648
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000039743e1a
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001629fa78
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001035b4ed
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000038e2578f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003193ec9c
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002024d3a1
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000039ed431c
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002e01e4fb
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000003526a7ff
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000003aa0c25
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000e9010d8
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001080c94f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000011b356df
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000018d98225
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003b1f2b4b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002ee2e026
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000038bde5eb
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000022cfa50c
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000026ffe25a
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000006d07ba6
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001570a45e
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000016e72ff5
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000013c995e8
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000194a7e6b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x28438b49084a8b49
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000b43919e
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001cd88a41
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003b694f20
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000002796c3e6
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000000db01f8
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002f7d6b39
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000010a6091d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000035e713c8
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003063e30b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000003142fc4
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000033820dba
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000002478ca01
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000033f22c70
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000c9f827e
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001e8074c8
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000006f79e8a
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000c77e27e
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000afcc3a2
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002e27280d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000111f1723
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000029873872
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000126f661c
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000032526205
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000044733b3
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000022168150
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002ab91656
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002c57caba
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000cece953
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000036a4187f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000af739ac
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002d1bc84b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001033e139
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000044895ad
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002405153c
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000002c5b7583
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000c77f184
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000034b3990a
